date,lon,lat,img,cp,type,NUM,ID
1995-07-17 00:00:00,17.8,140.8,"[[20.8 20.8 21.2 ... 19.4 19.  16.2]
 [20.8 20.8 21.7 ... 19.4 18.5 15.8]
 [20.8 20.8 21.2 ... 17.6 15.3 13.9]
 ...
 [22.6 22.6 22.6 ... 21.2 21.2 21.2]
 [22.6 22.6 22.6 ... 21.2 21.2 21.2]
 [22.6 22.1 22.6 ... 21.2 20.8 20.8]]",1002.0,IR_ty,3,1
1995-07-17 00:00:00,17.8,140.8,"[[ 6.2  6.3  6.8 ...  1.7  1.5  1.2]
 [ 5.6  5.1  5.4 ...  1.3  1.2  1.5]
 [ 5.5  5.5  5.6 ...  1.5  1.2  1.2]
 ...
 [14.3 15.4 15.2 ... 19.8 20.4 20.6]
 [14.8 14.8 11.4 ... 19.9 20.6 20.7]
 [15.1  9.7  7.3 ... 20.4 20.7 20.6]]",1002.0,IR_wide,3,1
1995-07-17 00:00:00,17.8,140.8,"[[-29.2 -29.2 -30.1 ... -36.  -36.  -37.1]
 [-29.2 -29.2 -29.2 ... -36.  -36.  -37.1]
 [-30.1 -29.2 -29.2 ... -37.1 -37.1 -38.2]
 ...
 [-30.1 -30.1 -30.1 ... -31.1 -31.1 -31.1]
 [-30.1 -30.1 -30.1 ... -31.1 -31.1 -31.1]
 [-30.1 -30.1 -30.1 ... -31.1 -31.1 -31.1]]",1002.0,WV_ty,3,1
1995-07-17 00:00:00,17.8,140.8,"[[50.  50.  51.4 ... 55.5 55.  53.3]
 [50.  50.  50.9 ... 55.5 54.6 52.9]
 [50.9 50.  50.5 ... 54.7 52.4 52.1]
 ...
 [52.7 52.7 52.7 ... 52.3 52.3 52.3]
 [52.7 52.7 52.7 ... 52.3 52.3 52.3]
 [52.7 52.3 52.7 ... 52.3 51.9 51.9]]",1002.0,diff_ty,3,1
1995-07-17 06:00:00,18.2,140.3,"[[ 21.2  21.2  21.2 ... -19.6 -18.9 -26.1]
 [ 20.8  21.2  20.8 ... -16.9 -14.2 -11.7]
 [ 20.8  21.2  21.2 ... -17.6 -15.5 -11.7]
 ...
 [ 23.   23.   23.  ...  -5.  -24.6 -40.4]
 [ 23.   23.   23.  ...  -3.3 -16.2 -31.7]
 [ 23.4  23.   23.  ...   0.  -11.1 -23.9]]",1000.0,IR_ty,3,1
1995-07-17 06:00:00,18.2,140.3,"[[-2.1 -3.5 -5.6 ...  1.9  2.1  2.1]
 [ 0.3 -2.3 -4.  ...  1.7  1.7  1.6]
 [ 0.4 -1.1 -0.2 ...  1.6  1.5  1.6]
 ...
 [14.9 19.7 20.5 ... 20.4 21.3 21.4]
 [17.6 15.6 18.8 ... 21.4 21.5 21.7]
 [20.6 14.9 14.3 ... 21.4 21.5 21.7]]",1000.0,IR_wide,3,1
1995-07-17 06:00:00,18.2,140.3,"[[-33.  -33.  -32.  ... -40.6 -40.6 -45.9]
 [-33.  -33.  -32.  ... -38.2 -38.2 -39.4]
 [-32.  -32.  -32.  ... -37.1 -37.1 -37.1]
 ...
 [-29.3 -28.4 -28.4 ... -40.6 -47.4 -52.4]
 [-29.3 -28.4 -28.4 ... -39.4 -44.5 -50.6]
 [-28.4 -28.4 -28.4 ... -39.4 -40.6 -45.9]]",1000.0,WV_ty,3,1
1995-07-17 06:00:00,18.2,140.3,"[[54.2 54.2 53.2 ... 21.  21.7 19.8]
 [53.7 54.2 52.8 ... 21.4 24.  27.7]
 [52.8 53.2 53.2 ... 19.6 21.6 25.4]
 ...
 [52.2 51.4 51.4 ... 35.6 22.8 11.9]
 [52.2 51.4 51.4 ... 36.1 28.3 19. ]
 [51.8 51.4 51.4 ... 39.4 29.6 22. ]]",1000.0,diff_ty,3,1
1995-07-17 12:00:00,18.5,139.7,"[[ 18.6  17.7  18.1 ... -26.8 -31.6 -19.5]
 [ 18.6  19.1  19.1 ... -26.8 -30.8 -28.4]
 [ 19.1  19.1  19.1 ... -26.8 -24.6 -28.4]
 ...
 [ 20.9  20.9  21.3 ...  -9.1   7.5  13.9]
 [ 21.8  21.8  21.3 ...   6.5  11.5  15.4]
 [ 21.8  21.8  21.3 ...   9.5  13.9  15.8]]",998.0,IR_ty,3,1
1995-07-17 12:00:00,18.5,139.7,"[[  9.9  10.8  11.6 ...   2.2   1.8   1.8]
 [  8.2  11.   11.7 ...   2.1   1.9   2.1]
 [ -0.    9.6  12.2 ...   1.9   2.    2.1]
 ...
 [-26.1  -9.3  -7.9 ...  21.1  21.5  21.3]
 [-31.7  -8.1  -5.1 ...  21.5  21.9  22.1]
 [-24.4 -11.3 -10.4 ...  21.4  21.8  22.4]]",998.0,IR_wide,3,1
1995-07-17 12:00:00,18.5,139.7,"[[-33.9 -33.9 -33.9 ... -41.8 -44.5 -45.9]
 [-33.9 -33.9 -32.9 ... -41.8 -43.1 -44.5]
 [-32.9 -32.9 -32.9 ... -41.8 -41.8 -41.8]
 ...
 [-28.3 -28.3 -28.3 ... -41.8 -38.2 -37.1]
 [-28.3 -28.3 -28.3 ... -40.6 -38.2 -37.1]
 [-28.3 -28.3 -28.3 ... -38.2 -37.1 -36. ]]",998.0,WV_ty,3,1
1995-07-17 12:00:00,18.5,139.7,"[[52.5 51.6 52.1 ... 15.  12.9 26.3]
 [52.5 53.  52.  ... 15.  12.3 16.1]
 [52.  52.  52.  ... 15.  17.2 13.4]
 ...
 [49.2 49.2 49.6 ... 32.7 45.7 51. ]
 [50.1 50.1 49.6 ... 47.1 49.7 52.4]
 [50.1 50.1 49.6 ... 47.7 51.  51.8]]",998.0,diff_ty,3,1
1995-07-17 18:00:00,18.6,139.1,"[[18.9 18.9 20.3 ... 19.4 19.9 20.3]
 [18.9 19.4 20.3 ... 19.4 19.9 19.4]
 [18.9 19.9 18.9 ... 20.3 20.8 20.3]
 ...
 [17.1 18.  18.9 ...  2.2  2.7  8.9]
 [18.9 19.4 19.9 ...  4.8  0.  -6.2]
 [18.5 18.5 19.9 ...  8.4  5.4  0.6]]",996.0,IR_ty,3,1
1995-07-17 18:00:00,18.6,139.1,"[[ -3.3  -8.6 -16.1 ...   2.5   2.6   2.3]
 [ -5.9 -12.6 -19.9 ...   2.3   2.2   2.2]
 [ -1.1  -6.1 -14.9 ...   2.2   2.3   2.4]
 ...
 [ -9.4 -25.7 -10.4 ...  21.7  21.8  21.8]
 [ -6.7  -3.6  -0.6 ...  21.7  21.8  22.4]
 [ -4.5  -1.6   3.1 ...  21.9  21.6  22.2]]",996.0,IR_wide,3,1
1995-07-17 18:00:00,18.6,139.1,"[[-32.  -32.  -32.  ... -34.  -34.  -33. ]
 [-32.  -32.  -32.  ... -34.  -34.  -34. ]
 [-32.  -32.  -32.  ... -34.  -34.  -34. ]
 ...
 [-27.5 -27.5 -27.5 ... -37.1 -35.  -35. ]
 [-28.4 -27.5 -27.5 ... -37.1 -37.1 -37.1]
 [-28.4 -28.4 -28.4 ... -39.4 -37.1 -37.1]]",996.0,WV_ty,3,1
1995-07-17 18:00:00,18.6,139.1,"[[51.  51.  52.3 ... 53.4 53.8 53.3]
 [51.  51.4 52.3 ... 53.4 53.8 53.4]
 [51.  51.9 51.  ... 54.3 54.7 54.3]
 ...
 [44.7 45.6 46.5 ... 39.3 37.7 43.9]
 [47.3 46.9 47.4 ... 42.  37.2 30.9]
 [46.9 46.9 48.2 ... 47.8 42.5 37.7]]",996.0,diff_ty,3,1
1995-07-18 00:00:00,18.7,138.4,"[[  8.3  13.7  12.7 ...  16.   15.1  14.6]
 [ 10.3  15.1  13.2 ...  15.6  12.7  12.2]
 [ 10.8  16.5  13.2 ...  15.6  12.7  12.2]
 ...
 [ 21.1  21.1  21.1 ... -56.7 -59.2 -61.9]
 [ 21.1  21.1  21.1 ... -61.9 -63.3 -66.3]
 [ 21.1  21.1  21.1 ... -66.3 -66.3 -66.3]]",994.0,IR_ty,3,1
1995-07-18 00:00:00,18.7,138.4,"[[ 10.   10.2   9.8 ...   2.6   2.9   2.7]
 [ 10.6  10.8  10.6 ...   2.6   2.6   2.6]
 [ 10.3  10.7  10.8 ...   2.4   2.4   2.4]
 ...
 [-41.7 -13.3 -35.7 ...  12.7  18.9  15.8]
 [-32.8  -9.2 -47.3 ...  13.1  18.1  18.2]
 [ -3.  -14.6 -54.1 ...  12.9  13.3  18.1]]",994.0,IR_wide,3,1
1995-07-18 00:00:00,18.7,138.4,"[[-35.1 -33.1 -34.1 ... -34.1 -34.1 -34.1]
 [-35.1 -33.1 -34.1 ... -34.1 -35.1 -35.1]
 [-35.1 -33.1 -33.1 ... -34.1 -35.1 -35.1]
 ...
 [-27.6 -27.6 -27.6 ... -63.2 -66.  -66. ]
 [-27.6 -27.6 -27.6 ... -66.  -69.2 -69.2]
 [-28.5 -28.5 -27.6 ... -69.2 -69.2 -69.2]]",994.0,WV_ty,3,1
1995-07-18 00:00:00,18.7,138.4,"[[43.4 46.7 46.8 ... 50.1 49.2 48.7]
 [45.4 48.2 47.3 ... 49.6 47.8 47.3]
 [45.9 49.6 46.3 ... 49.6 47.8 47.3]
 ...
 [48.7 48.7 48.7 ...  6.6  6.8  4.1]
 [48.7 48.7 48.7 ...  4.1  5.9  2.9]
 [49.5 49.5 48.7 ...  2.9  2.9  2.9]]",994.0,diff_ty,3,1
1995-07-18 06:00:00,18.9,137.6,"[[ 21.   21.5  21.5 ...  11.7  18.8  19.2]
 [ 21.5  21.5  21.  ...  16.   19.2  19.2]
 [ 21.5  20.6  20.6 ...  18.8  19.2  19.2]
 ...
 [ 15.1  17.4  16.  ... -42.5 -56.7 -56.7]
 [ 15.5  16.9  18.3 ... -38.7 -51.9 -55.5]
 [ 16.5  16.9  19.2 ... -36.9 -49.7 -53.1]]",990.0,IR_ty,3,1
1995-07-18 06:00:00,18.9,137.6,"[[ 15.3  16.3  16.6 ...   1.9   2.    1.8]
 [ 15.3  16.   16.7 ...   1.6   1.5   1.7]
 [ 17.7  17.9  18.  ...   1.5   1.5   1.5]
 ...
 [-49.7 -43.9 -37.5 ...  -3.7   3.4  10.4]
 [-59.6 -48.6 -30.  ... -13.3   4.8  12.3]
 [-60.8 -46.8 -11.2 ... -18.4   9.9  15.3]]",990.0,IR_wide,3,1
1995-07-18 06:00:00,18.9,137.6,"[[-32.1 -31.2 -32.1 ... -32.1 -32.1 -32.1]
 [-32.1 -31.2 -31.2 ... -33.1 -32.1 -33.1]
 [-32.1 -31.2 -31.2 ... -32.1 -33.1 -32.1]
 ...
 [-32.1 -31.2 -30.3 ... -58.4 -60.7 -63.3]
 [-31.2 -30.3 -30.3 ... -56.3 -60.7 -60.7]
 [-30.3 -30.3 -30.3 ... -56.3 -60.7 -60.7]]",990.0,WV_ty,3,1
1995-07-18 06:00:00,18.9,137.6,"[[53.1 52.6 53.6 ... 43.8 50.9 51.3]
 [53.6 52.6 52.2 ... 49.1 51.3 52.3]
 [53.6 51.8 51.8 ... 50.9 52.3 51.3]
 ...
 [47.2 48.6 46.3 ... 15.9  4.   6.6]
 [46.7 47.2 48.6 ... 17.6  8.8  5.3]
 [46.7 47.2 49.5 ... 19.4 11.   7.7]]",990.0,diff_ty,3,1
1995-07-18 12:00:00,19.1,136.9,"[[16.6 15.2  9.3 ... 12.3 12.8 15.2]
 [16.6 11.8  8.3 ... 15.2 11.3 12.8]
 [18.9 17.9 17.9 ... 16.6 12.8 11.8]
 ...
 [-5.1 -6.9 -5.1 ...  4.8  7.8  7.3]
 [-2.3 -5.1 -4.  ...  3.7  6.3  7.3]
 [-0.6 -2.3 -1.2 ...  2.1  6.3  7.3]]",985.0,IR_ty,3,1
1995-07-18 12:00:00,19.1,136.9,"[[ 11.3  16.3  17.9 ...  -8.1  -6.7  -6.3]
 [ 12.5  17.4  18.7 ...  -2.5  -0.1   0.2]
 [ 14.1  17.1  18.6 ...   0.5   0.3   0.3]
 ...
 [-38.1 -33.  -31.7 ...  19.5  19.9  20.4]
 [-29.1 -32.4 -30.9 ...  15.1  15.5  20. ]
 [-35.7 -31.  -42.8 ...  -8.6  12.6  17.3]]",985.0,IR_wide,3,1
1995-07-18 12:00:00,19.1,136.9,"[[-31.1 -32.1 -32.1 ... -34.  -35.  -34. ]
 [-31.1 -31.1 -32.1 ... -32.1 -35.  -34. ]
 [-31.1 -31.1 -31.1 ... -32.1 -33.  -34. ]
 ...
 [-40.7 -40.7 -40.7 ... -40.7 -39.5 -39.5]
 [-39.5 -39.5 -39.5 ... -41.9 -39.5 -39.5]
 [-38.3 -39.5 -39.5 ... -40.7 -39.5 -39.5]]",985.0,WV_ty,3,1
1995-07-18 12:00:00,19.1,136.9,"[[47.7 47.2 41.4 ... 46.3 47.8 49.2]
 [47.7 42.9 40.4 ... 47.2 46.4 46.8]
 [50.  49.1 49.1 ... 48.6 45.8 45.8]
 ...
 [35.5 33.8 35.5 ... 45.4 47.3 46.8]
 [37.2 34.3 35.5 ... 45.6 45.8 46.8]
 [37.7 37.2 38.3 ... 42.8 45.8 46.8]]",985.0,diff_ty,3,1
1995-07-18 18:00:00,19.3,136.2,"[[ 16.9  17.4  15.1 ... -27.  -21.2 -11.2]
 [ 16.9  17.4   7.8 ... -19.8 -13.8 -10. ]
 [ 16.   15.1  12.7 ... -10.   -8.2  -5.8]
 ...
 [-13.1 -19.8 -21.2 ...  -2.9  -7.  -19.8]
 [-10.6 -15.  -16.4 ...  -7.6  -7.6 -15. ]
 [ -4.6  -5.2  -5.8 ... -10.6 -10.  -14.4]]",985.0,IR_ty,3,1
1995-07-18 18:00:00,19.3,136.2,"[[ 13.5  13.7  13.6 ... -12.   -7.7  -6.1]
 [ 13.6  13.9  14.2 ...  -6.3  -5.6  -6.7]
 [ 13.6  13.8  14.6 ...  -2.4  -3.1  -9.4]
 ...
 [-13.6 -13.6 -11.8 ...  21.   21.   20.9]
 [-18.  -15.6 -10.6 ...  21.2  20.9  21.1]
 [-21.8  -8.  -11.  ...  21.   20.7  20.6]]",985.0,IR_wide,3,1
1995-07-18 18:00:00,19.3,136.2,"[[-34.1 -34.1 -34.1 ... -46.  -46.  -40.7]
 [-34.1 -34.1 -35.1 ... -47.5 -44.6 -40.7]
 [-34.1 -34.1 -35.1 ... -43.3 -43.3 -42. ]
 ...
 [-44.6 -46.  -47.5 ... -42.  -43.3 -47.5]
 [-43.3 -44.6 -46.  ... -43.3 -43.3 -46. ]
 [-42.  -43.3 -43.3 ... -44.6 -44.6 -46. ]]",985.0,WV_ty,3,1
1995-07-18 18:00:00,19.3,136.2,"[[51.  51.5 49.1 ... 19.  24.9 29.5]
 [51.  51.5 42.9 ... 27.8 30.9 30.7]
 [50.1 49.1 47.8 ... 33.3 35.1 36.2]
 ...
 [31.5 26.3 26.4 ... 39.  36.3 27.8]
 [32.7 29.6 29.7 ... 35.7 35.7 31. ]
 [37.3 38.1 37.5 ... 34.  34.6 31.6]]",985.0,diff_ty,3,1
1995-07-19 00:00:00,19.6,135.3,"[[ 20.   19.5  17.7 ...  20.   19.5  19.5]
 [ 20.   18.6  16.7 ...  20.   19.5  19.5]
 [ 20.   19.5  20.  ...  20.   20.   20. ]
 ...
 [  0.7 -16.8 -20.3 ... -35.  -14.8 -12.9]
 [  3.9   4.4  -2.1 ... -32.4 -20.3 -16.8]
 [ 11.   10.5   7.  ... -26.8 -21.7 -18.2]]",980.0,IR_ty,3,1
1995-07-19 00:00:00,19.6,135.3,"[[ 14.3  14.2  14.2 ...  -2.9  -2.3  -1.8]
 [ 14.2  14.   13.9 ...  -2.9  -5.6  -3.5]
 [ 13.2  13.4  13.3 ...  -5.4  -7.8  -5.5]
 ...
 [-17.4 -12.4 -13.4 ...  23.   23.   23. ]
 [-17.4 -18.2 -15.4 ...  22.8  22.5  22.7]
 [-14.7 -17.7 -16.1 ...  22.7  22.7  22.6]]",980.0,IR_wide,3,1
1995-07-19 00:00:00,19.6,135.3,"[[-33.1 -34.1 -34.1 ... -34.1 -33.1 -33.1]
 [-33.1 -34.1 -35.1 ... -34.1 -34.1 -33.1]
 [-33.1 -34.1 -35.1 ... -33.1 -32.1 -32.1]
 ...
 [-34.1 -40.7 -38.4 ... -56.3 -47.5 -46. ]
 [-37.2 -38.4 -40.7 ... -54.3 -47.5 -47.5]
 [-36.1 -35.1 -35.1 ... -54.3 -50.7 -49.1]]",980.0,WV_ty,3,1
1995-07-19 00:00:00,19.6,135.3,"[[53.  53.6 51.7 ... 54.  52.6 52.6]
 [53.  52.7 51.8 ... 54.  53.6 52.6]
 [53.  53.6 55.  ... 53.  52.1 52.1]
 ...
 [34.7 23.9 18.1 ... 21.3 32.7 33.1]
 [41.1 42.8 38.6 ... 21.9 27.3 30.7]
 [47.1 45.6 42.1 ... 27.5 29.  30.9]]",980.0,diff_ty,3,1
1995-07-19 06:00:00,20.3,134.6,"[[ 21.1  20.6  21.1 ...  19.7  20.2  20.2]
 [ 19.3  16.5  11.3 ...  20.2  20.2  20.6]
 [ 15.6   6.3 -12.4 ...  20.2  20.2  20.2]
 ...
 [  5.8   5.3   6.8 ... -36.  -27.8 -14.4]
 [  5.3   3.7   5.8 ... -28.5 -25.5 -15. ]
 [  6.3   5.3   5.3 ... -26.2 -19.7 -23.3]]",975.0,IR_ty,3,1
1995-07-19 06:00:00,20.3,134.6,"[[-46.9 -44.9 -30.8 ...  -1.9  -1.5  -1.2]
 [-34.1 -31.5 -34.5 ...  -0.4  -0.5  -0.8]
 [ -5.2 -14.8 -15.6 ...  -0.5  -0.9  -0.9]
 ...
 [ -0.3  -3.1 -13.  ...  17.7  12.5  16.7]
 [  9.   -2.1  -2.  ...  21.2  21.5  21.8]
 [  9.1  11.5   7.2 ...  21.8  21.7  21.9]]",975.0,IR_wide,3,1
1995-07-19 06:00:00,20.3,134.6,"[[-34.1 -35.1 -35.1 ... -31.2 -31.2 -31.2]
 [-36.2 -38.4 -42.  ... -31.2 -31.2 -31.2]
 [-36.2 -39.5 -43.3 ... -31.2 -31.2 -31.2]
 ...
 [-37.3 -37.3 -37.3 ... -54.3 -54.3 -49.1]
 [-37.3 -37.3 -36.2 ... -52.5 -52.5 -50.7]
 [-36.2 -36.2 -36.2 ... -54.3 -47.5 -52.5]]",975.0,WV_ty,3,1
1995-07-19 06:00:00,20.3,134.6,"[[55.2 55.8 56.2 ... 51.  51.4 51.4]
 [55.5 54.9 53.3 ... 51.4 51.4 51.9]
 [51.8 45.8 30.9 ... 51.4 51.4 51.4]
 ...
 [43.  42.5 44.1 ... 18.3 26.6 34.8]
 [42.5 41.  42.  ... 23.9 27.  35.7]
 [42.5 41.4 41.4 ... 28.1 27.8 29.2]]",975.0,diff_ty,3,1
1995-07-19 12:00:00,20.8,133.6,"[[ 19.9  20.8  21.6 ... -18.9 -30.  -28.5]
 [ 20.8  20.8  20.8 ... -16.9 -30.8 -26.9]
 [ 19.9  19.4  18.5 ... -11.1 -26.9 -21.7]
 ...
 [ 17.1  19.4  18.  ... -33.3 -25.4 -18.9]
 [ 19.4  20.8  20.3 ... -35.9 -26.1 -17.6]
 [ 20.3  20.8  20.8 ... -38.6 -31.7 -21.7]]",975.0,IR_ty,3,1
1995-07-19 12:00:00,20.8,133.6,"[[-58.3 -57.7 -57.3 ...  -1.8  -5.1 -19.9]
 [-58.6 -57.8 -56.7 ...  -0.3  -6.7 -22.2]
 [-57.7 -56.9 -54.9 ...  -3.3 -15.2 -18.7]
 ...
 [ -3.  -15.7  -7.3 ...  21.9  22.   21.2]
 [ -6.4  -7.6 -10.3 ...  21.4  22.   21.6]
 [-17.2 -13.6  -6.  ...  21.8  22.1  22.4]]",975.0,IR_wide,3,1
1995-07-19 12:00:00,20.8,133.6,"[[-35.  -35.  -35.  ... -44.5 -49.  -50.6]
 [-34.  -34.  -34.  ... -47.4 -52.4 -50.6]
 [-34.  -34.  -35.  ... -45.9 -50.6 -49. ]
 ...
 [-35.  -35.  -35.  ... -52.4 -49.  -47.4]
 [-35.  -34.  -34.  ... -50.6 -49.  -45.9]
 [-33.  -34.  -34.  ... -52.4 -50.6 -45.9]]",975.0,WV_ty,3,1
1995-07-19 12:00:00,20.8,133.6,"[[54.8 55.7 56.6 ... 25.6 18.9 22.2]
 [54.7 54.7 54.7 ... 30.5 21.5 23.7]
 [53.8 53.4 53.5 ... 34.9 23.7 27.3]
 ...
 [52.1 54.4 53.  ... 19.  23.6 28.5]
 [54.4 54.7 54.3 ... 14.7 22.8 28.4]
 [53.3 54.7 54.7 ... 13.8 19.  24.2]]",975.0,diff_ty,3,1
1995-07-19 18:00:00,21.1,132.6,"[[ 21.9  21.5  21.  ...  20.6  19.7  19.2]
 [ 22.4  21.9  21.5 ...  20.1  19.7  19.7]
 [ 22.4  21.9  21.5 ...  20.1  19.7  19.7]
 ...
 [  7.2   6.6   6.1 ...   5.6  -6.  -29.8]
 [  8.2   8.2   7.2 ...   8.7  -0.3 -25.2]
 [ 11.7  11.7  10.2 ...  13.1   4.6 -29. ]]",975.0,IR_ty,3,1
1995-07-19 18:00:00,21.1,132.6,"[[-24.6 -19.  -22.6 ...  -2.4  -1.    1. ]
 [-29.6 -23.2 -20.2 ...  -1.7   0.9   1.4]
 [-30.  -30.4 -25.1 ...   0.5   1.7   1.9]
 ...
 [ -8.9 -14.2  -9.7 ...  22.9  22.4  22.3]
 [-15.6 -16.  -15.6 ...  20.8  20.7  21.1]
 [-17.1 -15.3 -15.5 ...  19.2  18.3  20.4]]",975.0,IR_wide,3,1
1995-07-19 18:00:00,21.1,132.6,"[[-33.1 -33.1 -33.1 ... -34.1 -34.1 -34.1]
 [-33.1 -33.1 -33.1 ... -34.1 -33.1 -34.1]
 [-33.1 -33.1 -33.1 ... -33.1 -34.1 -34.1]
 ...
 [-40.7 -40.7 -40.7 ... -38.4 -42.  -49.1]
 [-39.5 -39.5 -40.7 ... -38.4 -42.  -47.5]
 [-38.4 -38.4 -38.4 ... -37.2 -38.4 -46. ]]",975.0,WV_ty,3,1
